YYYY;MM;DD;fsca_full_watershed
2000;2;24;69.326
2000;2;25;69.139
2000;2;26;74.358
2000;2;27;75.997
2000;2;28;76.094
2000;2;29;74.679
2000;3;1;75.237
2000;3;2;76.866
2000;3;3;76.93
2000;3;4;76.912
2000;3;5;77.015
2000;3;6;76.527
2000;3;7;77.055
2000;3;8;77.742
2000;3;9;76.729
2000;3;10;76.719
2000;3;11;75.484
2000;3;12;76.577
2000;3;13;76.262
2000;3;14;67.476
2000;3;15;67.87
2000;3;16;67.967
2000;3;17;64.436
2000;3;18;65.185
2000;3;19;65.546
2000;3;20;65.577
2000;3;21;65.77
2000;3;22;63.7
2000;3;23;60.097
2000;3;24;59.973
2000;3;25;59.161
2000;3;26;66.786
2000;3;27;77.549
2000;3;28;73.915
2000;3;29;77.666
2000;3;30;77.627
2000;3;31;76.796
2000;4;1;79.167
2000;4;2;78.0
2000;4;3;79.81
2000;4;4;80.095
2000;4;5;80.358
2000;4;6;77.078
2000;4;7;75.966
2000;4;8;
2000;4;9;76.525
2000;4;10;76.534
2000;4;11;76.772
2000;4;12;78.581
2000;4;13;80.52
2000;4;14;80.86
2000;4;15;80.644
2000;4;16;80.648
2000;4;17;80.698
2000;4;18;80.889
2000;4;19;80.699
2000;4;20;80.554
2000;4;21;80.701
2000;4;22;80.508
2000;4;23;80.492
2000;4;24;80.058
2000;4;25;79.888
2000;4;26;79.949
2000;4;27;79.386
2000;4;28;78.907
2000;4;29;79.071
2000;4;30;68.065
2000;5;1;65.409
2000;5;2;65.241
2000;5;3;60.346
2000;5;4;61.026
2000;5;5;52.736
2000;5;6;49.421
2000;5;7;48.821
2000;5;8;50.146
2000;5;9;49.619
2000;5;10;49.088
2000;5;11;48.468
2000;5;12;46.861
2000;5;13;47.378
2000;5;14;45.527
2000;5;15;44.808
2000;5;16;43.37
2000;5;17;43.523
2000;5;18;43.926
2000;5;19;42.969
2000;5;20;41.123
2000;5;21;39.174
2000;5;22;35.116
2000;5;23;35.197
2000;5;24;33.177
2000;5;25;30.236
2000;5;26;29.436
2000;5;27;28.363
2000;5;28;29.077
2000;5;29;30.119
2000;5;30;29.238
2000;5;31;28.132
2000;6;1;26.827
2000;6;2;26.998
2000;6;3;25.397
2000;6;4;18.843
2000;6;5;12.74
2000;6;6;13.034
2000;6;7;11.775
2000;6;8;9.952
2000;6;9;11.072
2000;6;10;10.892
2000;6;11;10.611
2000;6;12;10.137
2000;6;13;10.821
2000;6;14;9.392
2000;6;15;9.16
2000;6;16;8.725
2000;6;17;7.177
2000;6;18;5.85
2000;6;19;5.943
2000;6;20;5.845
2000;6;21;5.956
2000;6;22;5.882
2000;6;23;5.585
2000;6;24;5.594
2000;6;25;4.798
2000;6;26;4.902
2000;6;27;4.768
2000;6;28;4.222
2000;6;29;4.442
2000;6;30;3.886
2000;7;1;3.932
2000;7;2;3.892
2000;7;3;3.877
2000;7;4;3.785
2000;7;5;3.198
2000;7;6;2.934
2000;7;7;2.403
2000;7;8;2.55
2000;7;9;2.516
2000;7;10;2.386
2000;7;11;2.379
2000;7;12;2.39
2000;7;13;2.356
2000;7;14;2.339
2000;7;15;2.02
