YYYY;MM;DD;fsca_full_watershed
2000;2;24;67.011
2000;2;25;67.15
2000;2;26;71.557
2000;2;27;72.147
2000;2;28;71.961
2000;2;29;71.064
2000;3;1;71.841
2000;3;2;73.006
2000;3;3;71.413
2000;3;4;71.37
2000;3;5;71.587
2000;3;6;72.093
2000;3;7;72.276
2000;3;8;68.991
2000;3;9;68.796
2000;3;10;69.058
2000;3;11;69.117
2000;3;12;68.747
2000;3;13;68.957
2000;3;14;67.072
2000;3;15;68.398
2000;3;16;67.78
2000;3;17;67.842
2000;3;18;67.89
2000;3;19;67.349
2000;3;20;67.736
2000;3;21;67.458
2000;3;22;67.398
2000;3;23;77.524
2000;3;24;77.399
2000;3;25;78.541
2000;3;26;79.924
2000;3;27;77.83
2000;3;28;79.211
2000;3;29;76.468
2000;3;30;77.006
2000;3;31;76.628
2000;4;1;76.422
2000;4;2;77.062
2000;4;3;74.937
2000;4;4;73.885
2000;4;5;71.795
2000;4;6;69.179
2000;4;7;68.997
2000;4;8;
2000;4;9;69.382
2000;4;10;68.273
2000;4;11;70.933
2000;4;12;72.542
2000;4;13;72.848
2000;4;14;73.824
2000;4;15;73.916
2000;4;16;74.854
2000;4;17;74.724
2000;4;18;74.878
2000;4;19;74.873
2000;4;20;74.744
2000;4;21;74.888
2000;4;22;73.719
2000;4;23;73.895
2000;4;24;72.928
2000;4;25;72.1
2000;4;26;72.352
2000;4;27;71.447
2000;4;28;71.948
2000;4;29;69.143
2000;4;30;66.056
2000;5;1;64.528
2000;5;2;64.559
2000;5;3;63.238
2000;5;4;63.023
2000;5;5;47.893
2000;5;6;26.484
2000;5;7;22.287
2000;5;8;17.065
2000;5;9;15.51
2000;5;10;13.862
2000;5;11;14.168
2000;5;12;12.992
2000;5;13;13.143
2000;5;14;23.772
2000;5;15;24.108
2000;5;16;23.767
2000;5;17;23.841
2000;5;18;27.645
2000;5;19;47.854
2000;5;20;28.415
2000;5;21;25.697
2000;5;22;24.388
2000;5;23;25.811
2000;5;24;25.643
2000;5;25;14.798
2000;5;26;10.533
2000;5;27;9.591
2000;5;28;8.153
2000;5;29;8.208
2000;5;30;7.883
2000;5;31;5.316
2000;6;1;4.15
2000;6;2;3.911
2000;6;3;3.868
2000;6;4;3.863
2000;6;5;4.5
2000;6;6;3.662
2000;6;7;3.258
2000;6;8;3.199
2000;6;9;2.436
2000;6;10;2.419
2000;6;11;2.113
2000;6;12;1.469
2000;6;13;1.43
2000;6;14;1.476
2000;6;15;1.247
2000;6;16;1.035
2000;6;17;0.614
2000;6;18;0.392
2000;6;19;0.259
2000;6;20;0.124
2000;6;21;0.262
2000;6;22;0.142
2000;6;23;0.092
2000;6;24;0.129
2000;6;25;0.001
2000;6;26;0.0
2000;6;27;0.0
2000;6;28;0.0
2000;6;29;0.0
2000;6;30;0.0
2000;7;1;0.0
2000;7;2;0.0
2000;7;3;0.0
2000;7;4;0.0
2000;7;5;0.0
2000;7;6;0.0
2000;7;7;0.0
2000;7;8;0.0
2000;7;9;0.0
2000;7;10;0.0
2000;7;11;0.0
2000;7;12;0.0
2000;7;13;0.0
2000;7;14;0.0
2000;7;15;0.0
2000;7;16;0.0
2000;7;17;0.0
2000;7;18;0.0
2000;7;19;0.0
2000;7;20;0.0
2000;7;21;0.0
2000;7;22;0.0
2000;7;23;0.0
2000;7;24;0.0
2000;7;25;0.0
2000;7;26;0.0
2000;7;27;0.0
2000;7;28;0.0
2000;7;29;0.0
2000;7;30;0.0
2000;7;31;0.0
2000;8;1;0.001
2000;8;2;0.0
2000;8;3;0.0
2000;8;4;0.138
2000;8;5;0.51
