YYYY;MM;DD;fsca_full_watershed
2000;2;24;65.165
2000;2;25;76.037
2000;2;26;74.98
2000;2;27;75.416
2000;2;28;73.346
2000;2;29;77.048
2000;3;1;77.567
2000;3;2;76.322
2000;3;3;74.558
2000;3;4;74.739
2000;3;5;76.371
2000;3;6;74.582
2000;3;7;74.31
2000;3;8;75.654
2000;3;9;79.277
2000;3;10;78.06
2000;3;11;76.359
2000;3;12;78.397
2000;3;13;80.037
2000;3;14;83.584
2000;3;15;86.345
2000;3;16;88.881
2000;3;17;87.022
2000;3;18;88.046
2000;3;19;88.605
2000;3;20;89.378
2000;3;21;89.301
2000;3;22;88.067
2000;3;23;90.486
2000;3;24;90.833
2000;3;25;91.245
2000;3;26;92.699
2000;3;27;88.153
2000;3;28;88.937
2000;3;29;89.304
2000;3;30;84.619
2000;3;31;82.786
2000;4;1;83.694
2000;4;2;87.155
2000;4;3;84.844
2000;4;4;77.861
2000;4;5;78.963
2000;4;6;80.899
2000;4;7;85.169
2000;4;8;
2000;4;9;83.262
2000;4;10;85.291
2000;4;11;84.944
2000;4;12;83.6
2000;4;13;77.424
2000;4;14;76.48
2000;4;15;75.862
2000;4;16;75.704
2000;4;17;75.772
2000;4;18;76.279
2000;4;19;73.125
2000;4;20;73.25
2000;4;21;73.253
2000;4;22;72.856
2000;4;23;73.34
2000;4;24;70.911
2000;4;25;72.278
2000;4;26;71.92
2000;4;27;84.568
2000;4;28;85.409
2000;4;29;85.651
2000;4;30;86.574
2000;5;1;85.985
2000;5;2;87.112
2000;5;3;86.678
2000;5;4;84.345
2000;5;5;84.451
2000;5;6;85.333
2000;5;7;85.262
2000;5;8;83.807
2000;5;9;84.818
2000;5;10;83.702
2000;5;11;84.646
2000;5;12;83.761
2000;5;13;83.865
2000;5;14;83.089
2000;5;15;80.037
2000;5;16;79.862
2000;5;17;77.96
2000;5;18;77.927
2000;5;19;73.936
2000;5;20;76.698
2000;5;21;75.125
2000;5;22;74.879
2000;5;23;74.602
2000;5;24;74.692
2000;5;25;74.294
2000;5;26;63.414
2000;5;27;63.753
2000;5;28;63.641
2000;5;29;62.713
2000;5;30;62.6
2000;5;31;61.492
2000;6;1;60.337
2000;6;2;61.309
2000;6;3;60.459
2000;6;4;60.736
2000;6;5;60.519
2000;6;6;57.971
2000;6;7;58.059
2000;6;8;56.726
2000;6;9;55.702
2000;6;10;48.296
2000;6;11;40.685
2000;6;12;40.283
2000;6;13;40.585
2000;6;14;40.116
2000;6;15;40.843
2000;6;16;38.445
2000;6;17;37.672
2000;6;18;34.387
2000;6;19;33.665
2000;6;20;28.653
2000;6;21;23.591
2000;6;22;22.998
2000;6;23;24.493
2000;6;24;20.918
2000;6;25;20.62
