YYYY;MM;DD;fsca_full_watershed
2000;2;24;64.779
2000;2;25;66.671
2000;2;26;66.626
2000;2;27;66.68
2000;2;28;66.147
2000;2;29;66.536
2000;3;1;66.51
2000;3;2;66.535
2000;3;3;67.436
2000;3;4;67.437
2000;3;5;67.465
2000;3;6;69.824
2000;3;7;71.429
2000;3;8;70.648
2000;3;9;71.061
2000;3;10;70.712
2000;3;11;70.229
2000;3;12;69.523
2000;3;13;68.747
2000;3;14;68.374
2000;3;15;68.616
2000;3;16;65.785
2000;3;17;63.639
2000;3;18;61.342
2000;3;19;59.024
2000;3;20;59.104
2000;3;21;58.873
2000;3;22;63.088
2000;3;23;59.798
2000;3;24;57.372
2000;3;25;54.431
2000;3;26;55.265
2000;3;27;55.279
2000;3;28;52.279
2000;3;29;52.428
2000;3;30;53.271
2000;3;31;54.603
2000;4;1;53.839
2000;4;2;53.572
2000;4;3;55.231
2000;4;4;54.185
2000;4;5;53.426
2000;4;6;52.309
2000;4;7;51.859
2000;4;8;
2000;4;9;46.978
2000;4;10;47.372
2000;4;11;51.12
2000;4;12;51.854
2000;4;13;53.532
2000;4;14;54.59
2000;4;15;55.845
2000;4;16;56.328
2000;4;17;56.409
2000;4;18;59.665
2000;4;19;63.665
2000;4;20;63.64
2000;4;21;63.133
2000;4;22;58.747
2000;4;23;57.393
2000;4;24;52.344
2000;4;25;48.933
2000;4;26;46.012
2000;4;27;42.497
2000;4;28;41.121
2000;4;29;40.647
2000;4;30;37.285
2000;5;1;33.534
2000;5;2;33.6
2000;5;3;31.994
2000;5;4;32.42
2000;5;5;26.133
2000;5;6;20.001
2000;5;7;17.241
2000;5;8;9.768
2000;5;9;9.47
2000;5;10;9.228
2000;5;11;9.915
2000;5;12;6.389
2000;5;13;5.17
2000;5;14;12.778
2000;5;15;13.49
2000;5;16;13.083
2000;5;17;13.394
2000;5;18;15.643
2000;5;19;25.039
2000;5;20;18.592
2000;5;21;17.397
2000;5;22;16.92
2000;5;23;17.038
2000;5;24;16.976
2000;5;25;10.724
2000;5;26;7.181
2000;5;27;4.0
2000;5;28;3.594
2000;5;29;3.606
2000;5;30;3.288
2000;5;31;1.327
2000;6;1;0.741
2000;6;2;0.694
2000;6;3;0.45
2000;6;4;0.454
2000;6;5;0.741
2000;6;6;0.142
2000;6;7;0.193
2000;6;8;0.084
2000;6;9;0.047
2000;6;10;0.049
2000;6;11;0.036
2000;6;12;0.037
2000;6;13;0.047
2000;6;14;0.052
2000;6;15;0.022
2000;6;16;0.0
2000;6;17;0.0
2000;6;18;0.0
2000;6;19;0.0
2000;6;20;0.0
2000;6;21;0.0
2000;6;22;0.0
2000;6;23;0.0
2000;6;24;0.0
2000;6;25;0.0
2000;6;26;0.0
2000;6;27;0.0
2000;6;28;0.0
2000;6;29;0.0
2000;6;30;0.0
2000;7;1;0.0
2000;7;2;0.0
2000;7;3;0.0
2000;7;4;0.0
2000;7;5;0.0
2000;7;6;0.0
2000;7;7;0.0
2000;7;8;0.0
2000;7;9;0.0
2000;7;10;0.0
2000;7;11;0.0
2000;7;12;0.0
2000;7;13;0.0
2000;7;14;0.0
2000;7;15;0.0
2000;7;16;0.0
2000;7;17;0.0
2000;7;18;0.0
2000;7;19;0.0
2000;7;20;0.0
2000;7;21;0.0
2000;7;22;0.0
2000;7;23;0.0
2000;7;24;0.0
2000;7;25;0.0
2000;7;26;0.0
2000;7;27;0.0
2000;7;28;0.0
2000;7;29;0.0
2000;7;30;0.0
2000;7;31;0.025
2000;8;1;0.0
2000;8;2;0.0
2000;8;3;0.0
2000;8;4;0.027
2000;8;5;0.358
2000;8;6;
2000;8;7;
2000;8;8;
2000;8;9;
2000;8;10;
2000;8;11;
2000;8;12;
2000;8;13;
2000;8;14;
2000;8;15;
2000;8;16;
2000;8;17;
2000;8;18;0.0
2000;8;19;0.03
2000;8;20;0.0
2000;8;21;0.0
2000;8;22;0.0
2000;8;23;0.012
2000;8;24;0.0
2000;8;25;0.006
2000;8;26;0.049
2000;8;27;0.057
2000;8;28;0.0
2000;8;29;0.0
2000;8;30;0.0
2000;8;31;0.0
2000;9;1;0.0
2000;9;2;0.0
2000;9;3;0.0
2000;9;4;0.0
2000;9;5;0.0
2000;9;6;0.0
2000;9;7;0.0
2000;9;8;0.001
2000;9;9;0.088
2000;9;10;0.779
2000;9;11;0.092
2000;9;12;1.4
2000;9;13;1.523
2000;9;14;1.483
2000;9;15;0.762
2000;9;16;0.272
2000;9;17;0.132
2000;9;18;0.079
2000;9;19;0.176
2000;9;20;0.116
2000;9;21;0.113
2000;9;22;0.115
2000;9;23;0.106
2000;9;24;0.103
2000;9;25;0.016
2000;9;26;0.021
2000;9;27;0.043
2000;9;28;1.493
2000;9;29;10.727
2000;9;30;14.523
2000;10;1;17.654
2000;10;2;16.989
2000;10;3;11.021
2000;10;4;13.153
2000;10;5;15.989
2000;10;6;15.679
2000;10;7;15.698
2000;10;8;14.469
2000;10;9;15.456
2000;10;10;14.626
2000;10;11;11.856
2000;10;12;12.27
2000;10;13;13.102
2000;10;14;20.471
2000;10;15;24.27
2000;10;16;47.026
2000;10;17;58.65
2000;10;18;56.707
2000;10;19;49.714
2000;10;20;50.298
2000;10;21;49.755
2000;10;22;55.266
2000;10;23;47.48
2000;10;24;48.1
2000;10;25;47.905
2000;10;26;48.033
2000;10;27;48.758
2000;10;28;42.176
2000;10;29;46.478
2000;10;30;46.178
2000;10;31;46.606
2000;11;1;
2000;11;2;
2000;11;3;
2000;11;4;
2000;11;5;
2000;11;6;
2000;11;7;
2000;11;8;
2000;11;9;
2000;11;10;
2000;11;11;
2000;11;12;
2000;11;13;
2000;11;14;
2000;11;15;
2000;11;16;
2000;11;17;
2000;11;18;
2000;11;19;
2000;11;20;
2000;11;21;
2000;11;22;
2000;11;23;
2000;11;24;
2000;11;25;
2000;11;26;
2000;11;27;
2000;11;28;
2000;11;29;
2000;11;30;
2000;12;1;
2000;12;2;
2000;12;3;
2000;12;4;
2000;12;5;
2000;12;6;
2000;12;7;
2000;12;8;
2000;12;9;
2000;12;10;
2000;12;11;
2000;12;12;
2000;12;13;
2000;12;14;
2000;12;15;
2000;12;16;
2000;12;17;
2000;12;18;
2000;12;19;
2000;12;20;
2000;12;21;
2000;12;22;
2000;12;23;
2000;12;24;
2000;12;25;
2000;12;26;
2000;12;27;
2000;12;28;
2000;12;29;
2000;12;30;
2000;12;31;
2001;1;1;
2001;1;2;
2001;1;3;
2001;1;4;
2001;1;5;
2001;1;6;
2001;1;7;
2001;1;8;
2001;1;9;
2001;1;10;
2001;1;11;
2001;1;12;
2001;1;13;
2001;1;14;
2001;1;15;
2001;1;16;
2001;1;17;
2001;1;18;
2001;1;19;
2001;1;20;
2001;1;21;
2001;1;22;
2001;1;23;
2001;1;24;
2001;1;25;
2001;1;26;
2001;1;27;
2001;1;28;
2001;1;29;
2001;1;30;
2001;1;31;
2001;2;1;47.857
2001;2;2;48.793
2001;2;3;49.288
2001;2;4;48.884
2001;2;5;47.496
2001;2;6;47.409
2001;2;7;47.74
2001;2;8;47.965
2001;2;9;48.786
2001;2;10;49.45
2001;2;11;52.467
2001;2;12;54.804
2001;2;13;54.263
2001;2;14;56.165
2001;2;15;54.538
2001;2;16;54.327
2001;2;17;54.409
2001;2;18;54.268
2001;2;19;58.145
2001;2;20;60.281
2001;2;21;60.843
2001;2;22;62.096
2001;2;23;63.966
2001;2;24;63.861
2001;2;25;65.882
2001;2;26;65.09
2001;2;27;65.776
2001;2;28;65.424
2001;3;1;65.352
2001;3;2;66.148
2001;3;3;64.865
2001;3;4;68.563
2001;3;5;68.575
2001;3;6;69.914
2001;3;7;69.597
2001;3;8;69.228
2001;3;9;78.218
2001;3;10;78.362
2001;3;11;78.208
2001;3;12;77.786
2001;3;13;78.703
2001;3;14;79.655
2001;3;15;79.095
2001;3;16;78.832
2001;3;17;78.499
2001;3;18;78.315
2001;3;19;78.124
2001;3;20;75.832
2001;3;21;74.889
2001;3;22;75.463
2001;3;23;73.404
2001;3;24;71.539
2001;3;25;70.063
2001;3;26;69.677
2001;3;27;69.304
2001;3;28;68.799
2001;3;29;69.653
2001;3;30;70.754
2001;3;31;70.673
2001;4;1;71.294
2001;4;2;71.022
2001;4;3;71.093
2001;4;4;72.161
2001;4;5;70.263
2001;4;6;70.706
2001;4;7;70.779
2001;4;8;71.225
2001;4;9;71.839
2001;4;10;67.936
2001;4;11;66.919
2001;4;12;67.107
2001;4;13;66.529
2001;4;14;66.264
2001;4;15;66.287
2001;4;16;65.476
2001;4;17;63.916
2001;4;18;62.516
2001;4;19;60.208
2001;4;20;57.863
2001;4;21;52.604
2001;4;22;52.41
2001;4;23;48.345
2001;4;24;48.299
2001;4;25;47.455
2001;4;26;47.591
2001;4;27;47.832
2001;4;28;46.82
2001;4;29;46.793
2001;4;30;44.89
2001;5;1;46.642
2001;5;2;25.574
2001;5;3;25.388
2001;5;4;24.225
2001;5;5;13.896
2001;5;6;11.228
2001;5;7;14.502
2001;5;8;9.011
2001;5;9;8.463
2001;5;10;8.443
2001;5;11;8.248
2001;5;12;8.409
2001;5;13;6.872
2001;5;14;8.04
2001;5;15;7.807
2001;5;16;6.785
2001;5;17;12.613
2001;5;18;16.325
2001;5;19;20.971
2001;5;20;21.79
2001;5;21;21.913
2001;5;22;22.249
2001;5;23;21.435
2001;5;24;18.43
2001;5;25;17.521
2001;5;26;17.617
2001;5;27;15.714
2001;5;28;16.391
2001;5;29;5.962
2001;5;30;5.968
2001;5;31;7.196
2001;6;1;8.511
2001;6;2;9.958
2001;6;3;2.265
2001;6;4;1.594
2001;6;5;1.078
2001;6;6;0.853
2001;6;7;0.299
2001;6;8;0.047
2001;6;9;0.118
2001;6;10;0.08
2001;6;11;0.069
2001;6;12;0.076
2001;6;13;0.05
2001;6;14;0.22
2001;6;15;0.083
2001;6;16;
2001;6;17;
2001;6;18;
2001;6;19;
2001;6;20;
2001;6;21;
2001;6;22;
2001;6;23;
2001;6;24;
2001;6;25;
2001;6;26;
2001;6;27;
2001;6;28;
2001;6;29;
2001;6;30;
2001;7;1;
2001;7;2;
2001;7;3;0.37
2001;7;4;0.405
2001;7;5;0.353
2001;7;6;0.705
2001;7;7;0.301
2001;7;8;0.096
2001;7;9;0.034
2001;7;10;0.055
2001;7;11;0.051
2001;7;12;0.004
2001;7;13;0.013
2001;7;14;0.048
2001;7;15;0.062
2001;7;16;0.06
2001;7;17;0.023
2001;7;18;0.039
2001;7;19;1.647
2001;7;20;2.048
2001;7;21;0.402
2001;7;22;0.016
2001;7;23;0.014
2001;7;24;0.015
2001;7;25;0.032
2001;7;26;0.0
2001;7;27;0.0
2001;7;28;0.0
2001;7;29;0.001
2001;7;30;0.0
2001;7;31;0.007
2001;8;1;0.662
2001;8;2;0.104
2001;8;3;0.29
2001;8;4;0.0
2001;8;5;0.0
2001;8;6;0.0
2001;8;7;0.0
2001;8;8;0.0
2001;8;9;0.0
2001;8;10;0.0
2001;8;11;0.0
2001;8;12;0.0
2001;8;13;0.0
2001;8;14;0.0
2001;8;15;0.0
2001;8;16;0.001
2001;8;17;0.004
2001;8;18;0.001
2001;8;19;0.001
2001;8;20;0.015
2001;8;21;0.028
2001;8;22;0.0
2001;8;23;0.019
2001;8;24;0.0
2001;8;25;0.0
2001;8;26;0.0
2001;8;27;0.007
2001;8;28;0.017
2001;8;29;0.0
2001;8;30;0.0
2001;8;31;0.0
2001;9;1;0.081
2001;9;2;0.046
2001;9;3;3.402
2001;9;4;3.845
2001;9;5;3.851
2001;9;6;3.379
2001;9;7;3.15
2001;9;8;5.26
2001;9;9;5.285
2001;9;10;5.571
2001;9;11;3.203
2001;9;12;5.31
2001;9;13;5.447
2001;9;14;1.486
2001;9;15;2.293
2001;9;16;5.709
2001;9;17;8.246
2001;9;18;6.063
2001;9;19;0.075
2001;9;20;0.143
2001;9;21;2.257
2001;9;22;0.058
2001;9;23;0.007
2001;9;24;0.0
2001;9;25;0.012
2001;9;26;0.0
2001;9;27;0.006
2001;9;28;0.0
2001;9;29;0.0
2001;9;30;0.013
2001;10;1;0.099
2001;10;2;0.135
2001;10;3;0.012
2001;10;4;0.374
2001;10;5;0.341
2001;10;6;0.972
2001;10;7;2.458
2001;10;8;1.979
2001;10;9;2.955
2001;10;10;3.849
2001;10;11;4.615
2001;10;12;4.959
2001;10;13;1.165
2001;10;14;1.452
2001;10;15;0.918
2001;10;16;0.456
2001;10;17;0.36
2001;10;18;0.275
2001;10;19;0.098
2001;10;20;0.222
2001;10;21;0.222
2001;10;22;0.772
2001;10;23;1.933
2001;10;24;3.865
2001;10;25;17.111
2001;10;26;38.126
2001;10;27;52.502
2001;10;28;53.864
2001;10;29;50.976
2001;10;30;51.231
2001;10;31;56.461
2001;11;1;
2001;11;2;
2001;11;3;
2001;11;4;
2001;11;5;
2001;11;6;
2001;11;7;
2001;11;8;
2001;11;9;
2001;11;10;
2001;11;11;
2001;11;12;
2001;11;13;
2001;11;14;
2001;11;15;
2001;11;16;
2001;11;17;
2001;11;18;
2001;11;19;
2001;11;20;
2001;11;21;
2001;11;22;
2001;11;23;
2001;11;24;
2001;11;25;
2001;11;26;
2001;11;27;
2001;11;28;
2001;11;29;
2001;11;30;
2001;12;1;
2001;12;2;
2001;12;3;
2001;12;4;
2001;12;5;
2001;12;6;
2001;12;7;
2001;12;8;
2001;12;9;
2001;12;10;
2001;12;11;
2001;12;12;
2001;12;13;
2001;12;14;
2001;12;15;
2001;12;16;
2001;12;17;
2001;12;18;
2001;12;19;
2001;12;20;
2001;12;21;
2001;12;22;
2001;12;23;
2001;12;24;
2001;12;25;
2001;12;26;
2001;12;27;
2001;12;28;
2001;12;29;
2001;12;30;
2001;12;31;
2002;1;1;
2002;1;2;
2002;1;3;
2002;1;4;
2002;1;5;
2002;1;6;
2002;1;7;
2002;1;8;
2002;1;9;
2002;1;10;
2002;1;11;
2002;1;12;
2002;1;13;
2002;1;14;
2002;1;15;
2002;1;16;
2002;1;17;
2002;1;18;
2002;1;19;
2002;1;20;
2002;1;21;
2002;1;22;
2002;1;23;
2002;1;24;
2002;1;25;
2002;1;26;
2002;1;27;
2002;1;28;
2002;1;29;
2002;1;30;
2002;1;31;
2002;2;1;59.927
2002;2;2;58.315
2002;2;3;55.851
2002;2;4;59.857
2002;2;5;62.685
2002;2;6;64.002
2002;2;7;67.386
2002;2;8;67.109
2002;2;9;68.599
2002;2;10;68.641
2002;2;11;69.273
2002;2;12;71.234
2002;2;13;69.382
2002;2;14;70.061
2002;2;15;70.227
2002;2;16;68.237
2002;2;17;71.02
2002;2;18;58.957
2002;2;19;69.909
2002;2;20;69.248
2002;2;21;71.38
2002;2;22;72.454
2002;2;23;73.183
2002;2;24;73.853
2002;2;25;73.302
2002;2;26;73.336
2002;2;27;73.263
2002;2;28;73.138
2002;3;1;73.12
2002;3;2;71.987
2002;3;3;72.744
2002;3;4;72.35
2002;3;5;70.504
2002;3;6;67.606
2002;3;7;67.54
2002;3;8;68.505
2002;3;9;68.85
2002;3;10;68.407
2002;3;11;68.478
2002;3;12;69.913
2002;3;13;70.521
2002;3;14;72.571
2002;3;15;72.675
2002;3;16;73.418
2002;3;17;75.681
2002;3;18;75.168
2002;3;19;76.861
2002;3;20;
2002;3;21;
2002;3;22;
2002;3;23;
2002;3;24;
2002;3;25;
2002;3;26;
2002;3;27;
2002;3;28;70.993
2002;3;29;69.887
2002;3;30;70.995
2002;3;31;70.976
2002;4;1;65.203
2002;4;2;61.748
2002;4;3;60.984
2002;4;4;60.328
2002;4;5;60.035
2002;4;6;61.718
2002;4;7;59.233
2002;4;8;57.189
2002;4;9;57.346
2002;4;10;55.898
2002;4;11;55.89
2002;4;12;54.201
2002;4;13;56.785
2002;4;14;57.219
2002;4;15;
2002;4;16;55.898
2002;4;17;56.959
2002;4;18;56.961
2002;4;19;53.527
2002;4;20;53.221
2002;4;21;54.966
2002;4;22;55.087
2002;4;23;60.035
2002;4;24;59.134
2002;4;25;58.138
2002;4;26;59.917
2002;4;27;58.361
2002;4;28;59.781
2002;4;29;59.737
2002;4;30;59.845
2002;5;1;47.432
2002;5;2;46.598
2002;5;3;48.788
2002;5;4;45.091
2002;5;5;45.148
2002;5;6;42.792
2002;5;7;43.862
2002;5;8;43.408
2002;5;9;35.296
2002;5;10;35.061
2002;5;11;35.153
2002;5;12;24.672
2002;5;13;26.424
2002;5;14;23.343
2002;5;15;22.62
2002;5;16;24.361
2002;5;17;20.534
2002;5;18;20.537
2002;5;19;18.905
2002;5;20;19.33
2002;5;21;18.1
2002;5;22;15.067
2002;5;23;12.534
2002;5;24;8.876
2002;5;25;6.83
2002;5;26;7.835
2002;5;27;7.398
2002;5;28;8.105
2002;5;29;6.332
2002;5;30;3.084
2002;5;31;2.684
2002;6;1;2.451
2002;6;2;2.115
2002;6;3;1.597
2002;6;4;0.628
2002;6;5;0.515
2002;6;6;0.239
2002;6;7;0.042
2002;6;8;0.019
2002;6;9;0.001
2002;6;10;0.0
2002;6;11;0.0
2002;6;12;0.0
2002;6;13;0.0
2002;6;14;0.0
2002;6;15;0.0
2002;6;16;0.0
2002;6;17;0.0
2002;6;18;0.0
2002;6;19;0.0
2002;6;20;0.0
2002;6;21;0.0
2002;6;22;0.0
2002;6;23;0.0
2002;6;24;0.0
2002;6;25;0.0
2002;6;26;0.0
2002;6;27;0.0
2002;6;28;0.0
2002;6;29;0.0
2002;6;30;0.0
2002;7;1;0.0
2002;7;2;0.0
2002;7;3;0.0
2002;7;4;0.0
2002;7;5;0.0
2002;7;6;0.0
2002;7;7;0.0
2002;7;8;0.0
2002;7;9;0.0
2002;7;10;0.028
2002;7;11;0.03
2002;7;12;0.059
2002;7;13;0.05
2002;7;14;0.0
2002;7;15;0.001
2002;7;16;0.001
2002;7;17;0.002
2002;7;18;0.003
2002;7;19;0.004
2002;7;20;0.009
2002;7;21;0.012
2002;7;22;0.003
2002;7;23;0.005
2002;7;24;0.004
2002;7;25;2.335
2002;7;26;2.557
2002;7;27;0.0
2002;7;28;0.0
2002;7;29;0.0
2002;7;30;0.001
2002;7;31;0.0
2002;8;1;0.0
2002;8;2;0.0
2002;8;3;0.0
2002;8;4;0.0
2002;8;5;0.0
2002;8;6;0.0
2002;8;7;0.107
2002;8;8;4.705
2002;8;9;3.124
2002;8;10;3.434
2002;8;11;3.467
2002;8;12;0.045
2002;8;13;0.0
2002;8;14;0.001
2002;8;15;0.024
2002;8;16;0.015
2002;8;17;0.016
2002;8;18;0.014
2002;8;19;0.478
2002;8;20;0.0
2002;8;21;0.015
2002;8;22;0.0
2002;8;23;0.0
2002;8;24;0.292
2002;8;25;0.113
2002;8;26;0.079
2002;8;27;0.329
2002;8;28;0.319
2002;8;29;0.945
2002;8;30;3.55
2002;8;31;23.728
2002;9;1;11.15
2002;9;2;11.322
2002;9;3;10.928
2002;9;4;2.464
2002;9;5;0.012
2002;9;6;0.169
2002;9;7;0.009
2002;9;8;0.0
2002;9;9;0.0
2002;9;10;0.0
2002;9;11;0.0
2002;9;12;0.0
2002;9;13;0.0
2002;9;14;0.0
2002;9;15;0.074
2002;9;16;0.026
2002;9;17;0.026
2002;9;18;0.185
2002;9;19;0.296
2002;9;20;0.511
2002;9;21;0.299
2002;9;22;0.515
2002;9;23;0.566
2002;9;24;0.466
2002;9;25;3.291
2002;9;26;3.632
2002;9;27;4.34
2002;9;28;3.788
2002;9;29;1.594
2002;9;30;2.507
2002;10;1;1.959
2002;10;2;2.361
2002;10;3;2.763
2002;10;4;1.889
2002;10;5;3.148
2002;10;6;1.657
2002;10;7;1.36
2002;10;8;0.986
2002;10;9;0.798
2002;10;10;0.145
2002;10;11;0.14
2002;10;12;0.168
2002;10;13;0.355
2002;10;14;0.743
2002;10;15;0.791
2002;10;16;2.01
2002;10;17;4.507
2002;10;18;7.475
2002;10;19;11.529
2002;10;20;21.661
2002;10;21;35.404
2002;10;22;43.944
2002;10;23;55.318
2002;10;24;57.245
2002;10;25;58.52
2002;10;26;66.892
2002;10;27;68.866
2002;10;28;68.967
2002;10;29;69.673
2002;10;30;69.114
2002;10;31;70.983
2002;11;1;
2002;11;2;
2002;11;3;
2002;11;4;
2002;11;5;
2002;11;6;
2002;11;7;
2002;11;8;
2002;11;9;
2002;11;10;
2002;11;11;
2002;11;12;
2002;11;13;
2002;11;14;
2002;11;15;
2002;11;16;
2002;11;17;
2002;11;18;
2002;11;19;
2002;11;20;
2002;11;21;
2002;11;22;
2002;11;23;
2002;11;24;
2002;11;25;
2002;11;26;
2002;11;27;
2002;11;28;
2002;11;29;
2002;11;30;
2002;12;1;
2002;12;2;
2002;12;3;
2002;12;4;
2002;12;5;
2002;12;6;
2002;12;7;
2002;12;8;
2002;12;9;
2002;12;10;
2002;12;11;
2002;12;12;
2002;12;13;
2002;12;14;
2002;12;15;
2002;12;16;
2002;12;17;
2002;12;18;
2002;12;19;
2002;12;20;
2002;12;21;
2002;12;22;
2002;12;23;
2002;12;24;
2002;12;25;
2002;12;26;
2002;12;27;
2002;12;28;
2002;12;29;
2002;12;30;
2002;12;31;
2003;1;1;
2003;1;2;
2003;1;3;
2003;1;4;
2003;1;5;
2003;1;6;
2003;1;7;
2003;1;8;
2003;1;9;
2003;1;10;
2003;1;11;
2003;1;12;
2003;1;13;
2003;1;14;
2003;1;15;
2003;1;16;
2003;1;17;
2003;1;18;
2003;1;19;
2003;1;20;
2003;1;21;
2003;1;22;
2003;1;23;
2003;1;24;
2003;1;25;
2003;1;26;
2003;1;27;
2003;1;28;
2003;1;29;
2003;1;30;
2003;1;31;
2003;2;1;
2003;2;2;61.854
2003;2;3;62.076
2003;2;4;62.127
2003;2;5;62.006
2003;2;6;63.793
2003;2;7;61.554
2003;2;8;62.363
2003;2;9;63.103
2003;2;10;64.168
2003;2;11;63.716
2003;2;12;61.908
2003;2;13;61.703
2003;2;14;62.762
2003;2;15;62.068
2003;2;16;58.099
2003;2;17;64.493
2003;2;18;65.764
2003;2;19;66.341
2003;2;20;67.07
2003;2;21;64.65
2003;2;22;69.465
2003;2;23;66.693
2003;2;24;67.149
2003;2;25;65.857
2003;2;26;63.508
2003;2;27;62.828
2003;2;28;58.966
2003;3;1;58.48
2003;3;2;56.546
2003;3;3;55.191
2003;3;4;52.98
2003;3;5;55.52
2003;3;6;54.315
2003;3;7;54.431
2003;3;8;56.335
2003;3;9;58.826
2003;3;10;59.751
2003;3;11;58.707
2003;3;12;61.653
2003;3;13;65.245
2003;3;14;65.295
2003;3;15;65.532
2003;3;16;55.982
2003;3;17;51.103
2003;3;18;50.02
2003;3;19;45.554
2003;3;20;46.918
2003;3;21;46.2
2003;3;22;47.337
2003;3;23;46.163
2003;3;24;45.774
2003;3;25;46.101
2003;3;26;46.027
2003;3;27;47.247
2003;3;28;45.371
2003;3;29;47.276
2003;3;30;46.057
2003;3;31;47.627
2003;4;1;46.95
2003;4;2;44.983
2003;4;3;44.982
2003;4;4;44.452
2003;4;5;44.439
2003;4;6;39.149
2003;4;7;39.887
2003;4;8;34.542
2003;4;9;34.577
2003;4;10;32.045
2003;4;11;31.563
2003;4;12;32.498
2003;4;13;28.864
2003;4;14;28.352
2003;4;15;27.31
2003;4;16;25.967
2003;4;17;21.581
2003;4;18;19.64
2003;4;19;16.793
2003;4;20;14.871
2003;4;21;14.379
2003;4;22;13.7
2003;4;23;13.455
2003;4;24;12.502
2003;4;25;12.539
2003;4;26;12.422
2003;4;27;12.554
2003;4;28;11.698
2003;4;29;10.052
2003;4;30;10.135
2003;5;1;9.983
2003;5;2;8.758
2003;5;3;7.395
2003;5;4;7.057
2003;5;5;7.241
2003;5;6;6.673
2003;5;7;6.885
2003;5;8;5.83
2003;5;9;6.115
2003;5;10;4.282
2003;5;11;2.816
2003;5;12;2.753
2003;5;13;1.953
2003;5;14;1.192
2003;5;15;0.938
2003;5;16;0.774
2003;5;17;0.649
2003;5;18;0.328
2003;5;19;0.552
2003;5;20;0.558
2003;5;21;0.399
2003;5;22;0.482
2003;5;23;0.357
2003;5;24;0.419
2003;5;25;0.229
2003;5;26;0.211
2003;5;27;0.182
2003;5;28;0.184
2003;5;29;0.208
2003;5;30;0.086
2003;5;31;0.281
2003;6;1;0.25
2003;6;2;0.259
2003;6;3;0.35
2003;6;4;0.441
2003;6;5;3.77
2003;6;6;0.248
2003;6;7;1.157
2003;6;8;1.307
2003;6;9;0.247
2003;6;10;0.026
2003;6;11;0.01
2003;6;12;0.019
2003;6;13;0.023
2003;6;14;0.093
2003;6;15;0.071
2003;6;16;0.044
2003;6;17;0.033
2003;6;18;0.0
2003;6;19;0.069
2003;6;20;0.027
2003;6;21;0.065
2003;6;22;0.0
2003;6;23;0.0
2003;6;24;0.025
2003;6;25;0.0
2003;6;26;0.0
2003;6;27;0.0
2003;6;28;0.028
2003;6;29;0.071
