YYYY;MM;DD;fsca_full_watershed
2000;2;24;64.387
2000;2;25;64.354
2000;2;26;64.222
2000;2;27;64.77
2000;2;28;64.644
2000;2;29;64.879
2000;3;1;66.231
2000;3;2;65.92
2000;3;3;65.933
2000;3;4;66.191
2000;3;5;68.002
2000;3;6;68.602
2000;3;7;68.525
2000;3;8;68.457
2000;3;9;68.575
2000;3;10;68.784
2000;3;11;68.296
2000;3;12;67.46
2000;3;13;67.509
2000;3;14;67.502
2000;3;15;67.474
2000;3;16;62.864
2000;3;17;57.291
2000;3;18;57.405
2000;3;19;56.413
2000;3;20;57.538
2000;3;21;56.712
2000;3;22;59.19
2000;3;23;89.806
2000;3;24;89.704
2000;3;25;89.73
2000;3;26;83.503
2000;3;27;79.074
2000;3;28;82.35
2000;3;29;80.707
2000;3;30;80.707
2000;3;31;79.77
2000;4;1;79.862
2000;4;2;81.659
2000;4;3;78.96
2000;4;4;78.941
2000;4;5;78.93
2000;4;6;79.993
2000;4;7;79.592
2000;4;8;
2000;4;9;79.545
2000;4;10;78.935
2000;4;11;78.991
2000;4;12;78.94
2000;4;13;79.5
2000;4;14;79.484
2000;4;15;79.221
2000;4;16;79.114
2000;4;17;79.193
2000;4;18;79.548
2000;4;19;79.362
2000;4;20;79.259
2000;4;21;79.364
2000;4;22;79.668
2000;4;23;79.842
2000;4;24;79.361
2000;4;25;79.416
2000;4;26;79.757
2000;4;27;79.674
2000;4;28;78.382
2000;4;29;76.812
2000;4;30;77.907
2000;5;1;75.925
2000;5;2;75.199
2000;5;3;76.107
2000;5;4;76.039
2000;5;5;75.576
2000;5;6;73.661
2000;5;7;84.429
2000;5;8;88.897
2000;5;9;88.896
2000;5;10;88.961
2000;5;11;88.51
2000;5;12;89.35
2000;5;13;88.947
2000;5;14;88.412
2000;5;15;86.869
2000;5;16;86.8
2000;5;17;86.702
2000;5;18;80.761
2000;5;19;78.605
2000;5;20;78.065
2000;5;21;78.088
2000;5;22;78.104
2000;5;23;78.13
2000;5;24;78.126
2000;5;25;76.108
2000;5;26;75.407
2000;5;27;74.828
2000;5;28;74.971
2000;5;29;74.959
2000;5;30;74.804
2000;5;31;72.487
2000;6;1;72.192
2000;6;2;71.159
2000;6;3;70.367
2000;6;4;70.057
2000;6;5;71.074
2000;6;6;70.668
2000;6;7;70.416
2000;6;8;67.991
2000;6;9;66.621
2000;6;10;67.258
2000;6;11;66.058
2000;6;12;62.428
2000;6;13;62.574
2000;6;14;61.377
2000;6;15;60.589
2000;6;16;60.238
2000;6;17;60.674
2000;6;18;59.849
2000;6;19;59.072
2000;6;20;59.258
2000;6;21;58.079
2000;6;22;57.53
2000;6;23;57.004
2000;6;24;56.209
2000;6;25;55.393
2000;6;26;54.161
2000;6;27;53.95
2000;6;28;54.148
2000;6;29;54.075
2000;6;30;54.434
2000;7;1;54.909
2000;7;2;53.988
2000;7;3;53.977
2000;7;4;54.541
2000;7;5;54.566
2000;7;6;53.924
2000;7;7;52.985
2000;7;8;53.428
2000;7;9;54.194
2000;7;10;53.267
2000;7;11;53.527
2000;7;12;53.458
2000;7;13;53.497
2000;7;14;54.115
2000;7;15;51.12
2000;7;16;51.116
2000;7;17;50.248
2000;7;18;52.142
2000;7;19;53.581
2000;7;20;51.867
2000;7;21;52.499
2000;7;22;52.413
2000;7;23;52.562
2000;7;24;52.955
2000;7;25;52.905
