YYYY;MM;DD;fsca_full_watershed
2000;2;24;62.051
2000;2;25;62.074
2000;2;26;67.989
2000;2;27;68.788
2000;2;28;68.286
2000;2;29;68.277
2000;3;1;68.294
2000;3;2;68.911
2000;3;3;70.001
2000;3;4;70.031
2000;3;5;70.073
2000;3;6;70.415
2000;3;7;70.936
2000;3;8;71.941
2000;3;9;71.288
2000;3;10;69.741
2000;3;11;70.093
2000;3;12;70.866
2000;3;13;70.828
2000;3;14;64.196
2000;3;15;65.047
2000;3;16;65.163
2000;3;17;65.125
2000;3;18;63.279
2000;3;19;63.238
2000;3;20;63.285
2000;3;21;63.437
2000;3;22;64.898
2000;3;23;71.236
2000;3;24;74.972
2000;3;25;75.358
2000;3;26;76.617
2000;3;27;77.798
2000;3;28;77.379
2000;3;29;78.108
2000;3;30;77.866
2000;3;31;77.732
2000;4;1;77.553
2000;4;2;73.869
2000;4;3;69.074
2000;4;4;67.733
2000;4;5;67.075
2000;4;6;67.969
2000;4;7;69.73
2000;4;8;
2000;4;9;74.771
2000;4;10;74.417
2000;4;11;74.616
2000;4;12;75.605
2000;4;13;76.396
2000;4;14;76.621
2000;4;15;76.799
2000;4;16;76.963
2000;4;17;76.902
2000;4;18;76.982
2000;4;19;76.784
2000;4;20;76.675
2000;4;21;76.655
2000;4;22;76.604
2000;4;23;77.015
2000;4;24;77.106
2000;4;25;77.052
2000;4;26;77.373
2000;4;27;76.368
2000;4;28;76.614
2000;4;29;77.089
2000;4;30;74.726
2000;5;1;73.67
2000;5;2;73.056
2000;5;3;71.573
2000;5;4;72.01
2000;5;5;65.538
2000;5;6;64.956
2000;5;7;57.301
2000;5;8;48.495
2000;5;9;44.679
2000;5;10;42.44
2000;5;11;42.587
2000;5;12;41.087
2000;5;13;39.658
2000;5;14;38.819
2000;5;15;37.482
2000;5;16;36.548
2000;5;17;35.59
2000;5;18;35.319
2000;5;19;40.831
2000;5;20;35.23
2000;5;21;35.039
2000;5;22;34.697
2000;5;23;34.659
2000;5;24;34.658
2000;5;25;30.816
2000;5;26;24.747
2000;5;27;19.841
2000;5;28;19.808
2000;5;29;19.65
2000;5;30;20.516
2000;5;31;19.603
2000;6;1;18.311
2000;6;2;17.988
2000;6;3;16.568
2000;6;4;16.976
2000;6;5;16.078
2000;6;6;15.138
2000;6;7;13.931
2000;6;8;13.507
2000;6;9;13.635
2000;6;10;11.258
2000;6;11;10.717
2000;6;12;9.443
2000;6;13;9.441
2000;6;14;9.156
2000;6;15;9.152
2000;6;16;9.313
2000;6;17;8.011
2000;6;18;6.733
2000;6;19;6.676
2000;6;20;6.632
2000;6;21;6.339
2000;6;22;5.813
2000;6;23;5.31
2000;6;24;5.492
2000;6;25;4.825
2000;6;26;4.747
2000;6;27;4.354
2000;6;28;3.964
2000;6;29;3.43
2000;6;30;3.21
2000;7;1;2.957
2000;7;2;3.136
2000;7;3;2.967
2000;7;4;2.707
2000;7;5;2.748
2000;7;6;2.637
2000;7;7;2.622
2000;7;8;2.666
2000;7;9;2.64
2000;7;10;2.67
2000;7;11;2.56
2000;7;12;2.61
2000;7;13;2.615
2000;7;14;2.701
2000;7;15;2.552
2000;7;16;2.639
2000;7;17;2.647
2000;7;18;2.747
2000;7;19;2.567
2000;7;20;2.418
2000;7;21;2.415
2000;7;22;2.474
2000;7;23;2.4
2000;7;24;2.207
2000;7;25;2.044
2000;7;26;1.978
2000;7;27;2.027
2000;7;28;1.975
2000;7;29;1.945
