YYYY;MM;DD;fsca_full_watershed
2000;2;24;61.315
2000;2;25;72.145
2000;2;26;69.589
2000;2;27;71.123
2000;2;28;69.964
2000;2;29;74.516
2000;3;1;75.202
2000;3;2;74.581
2000;3;3;73.749
2000;3;4;74.429
2000;3;5;76.577
2000;3;6;75.049
2000;3;7;76.639
2000;3;8;78.393
2000;3;9;81.084
2000;3;10;79.97
2000;3;11;78.179
2000;3;12;77.78
2000;3;13;79.387
2000;3;14;79.838
2000;3;15;82.311
2000;3;16;83.998
2000;3;17;82.458
2000;3;18;83.199
2000;3;19;82.853
2000;3;20;83.833
2000;3;21;84.135
2000;3;22;81.796
2000;3;23;85.728
2000;3;24;86.605
2000;3;25;87.847
2000;3;26;90.554
2000;3;27;90.04
2000;3;28;90.787
2000;3;29;90.917
2000;3;30;88.551
2000;3;31;87.313
2000;4;1;87.639
2000;4;2;89.027
2000;4;3;87.753
2000;4;4;82.335
2000;4;5;82.221
2000;4;6;83.076
2000;4;7;86.46
2000;4;8;
2000;4;9;85.049
2000;4;10;85.266
2000;4;11;86.109
2000;4;12;84.54
2000;4;13;78.795
2000;4;14;78.083
2000;4;15;74.873
2000;4;16;74.69
2000;4;17;74.631
2000;4;18;74.55
2000;4;19;71.47
2000;4;20;71.947
2000;4;21;71.946
2000;4;22;71.881
2000;4;23;72.056
2000;4;24;70.656
2000;4;25;76.874
2000;4;26;77.719
2000;4;27;81.746
2000;4;28;81.818
2000;4;29;83.157
2000;4;30;84.478
2000;5;1;84.493
2000;5;2;84.512
2000;5;3;83.41
2000;5;4;83.521
2000;5;5;83.713
2000;5;6;81.553
2000;5;7;81.638
2000;5;8;80.849
2000;5;9;81.354
2000;5;10;80.52
2000;5;11;80.492
2000;5;12;80.547
2000;5;13;79.872
2000;5;14;80.121
2000;5;15;74.818
2000;5;16;74.819
2000;5;17;72.648
2000;5;18;72.55
2000;5;19;71.236
2000;5;20;72.26
2000;5;21;70.609
2000;5;22;70.362
2000;5;23;70.283
2000;5;24;70.542
2000;5;25;70.334
2000;5;26;63.708
2000;5;27;63.622
2000;5;28;62.892
2000;5;29;63.003
2000;5;30;62.581
2000;5;31;61.861
2000;6;1;61.046
2000;6;2;61.273
2000;6;3;60.758
2000;6;4;63.503
2000;6;5;61.314
2000;6;6;61.384
2000;6;7;61.531
2000;6;8;60.828
2000;6;9;62.298
2000;6;10;55.551
2000;6;11;51.56
2000;6;12;51.262
2000;6;13;50.378
2000;6;14;51.691
2000;6;15;50.576
2000;6;16;50.161
2000;6;17;48.224
2000;6;18;50.728
2000;6;19;49.231
2000;6;20;48.722
2000;6;21;46.983
2000;6;22;46.676
2000;6;23;47.256
2000;6;24;43.453
2000;6;25;42.871
2000;6;26;40.986
2000;6;27;40.891
2000;6;28;38.594
2000;6;29;33.825
2000;6;30;32.512
2000;7;1;32.609
2000;7;2;26.881
2000;7;3;26.309
2000;7;4;25.335
2000;7;5;22.227
2000;7;6;22.142
2000;7;7;21.998
2000;7;8;21.399
2000;7;9;20.613
2000;7;10;19.394
2000;7;11;19.407
2000;7;12;13.528
2000;7;13;13.187
2000;7;14;9.006
2000;7;15;8.098
2000;7;16;8.292
2000;7;17;8.29
2000;7;18;7.764
2000;7;19;6.375
2000;7;20;4.987
2000;7;21;4.939
2000;7;22;4.917
2000;7;23;4.961
2000;7;24;4.816
2000;7;25;4.392
2000;7;26;4.013
2000;7;27;4.18
2000;7;28;4.137
2000;7;29;3.916
2000;7;30;3.61
2000;7;31;3.611
2000;8;1;3.804
2000;8;2;3.232
2000;8;3;3.101
2000;8;4;3.186
2000;8;5;3.594
2000;8;6;
2000;8;7;
2000;8;8;
2000;8;9;
2000;8;10;
2000;8;11;
2000;8;12;
2000;8;13;
2000;8;14;
2000;8;15;
2000;8;16;
2000;8;17;
2000;8;18;4.09
2000;8;19;4.022
2000;8;20;3.518
2000;8;21;3.214
2000;8;22;3.106
2000;8;23;3.375
2000;8;24;3.392
2000;8;25;3.569
2000;8;26;3.665
2000;8;27;3.882
2000;8;28;4.067
2000;8;29;4.112
2000;8;30;4.195
2000;8;31;4.141
2000;9;1;4.392
2000;9;2;4.163
2000;9;3;4.3
2000;9;4;4.035
2000;9;5;4.584
2000;9;6;4.556
2000;9;7;4.317
2000;9;8;3.95
2000;9;9;5.391
2000;9;10;5.139
2000;9;11;4.387
2000;9;12;4.532
2000;9;13;4.553
2000;9;14;4.366
2000;9;15;4.202
2000;9;16;4.634
2000;9;17;4.294
2000;9;18;4.818
2000;9;19;4.452
2000;9;20;4.25
