YYYY;MM;DD;fsca_full_watershed
2000;2;24;61.039
2000;2;25;61.363
2000;2;26;61.951
2000;2;27;62.766
2000;2;28;61.954
2000;2;29;61.722
2000;3;1;65.651
2000;3;2;65.515
2000;3;3;66.659
2000;3;4;66.072
2000;3;5;67.3
2000;3;6;69.399
2000;3;7;70.373
2000;3;8;69.813
2000;3;9;69.59
2000;3;10;69.729
2000;3;11;70.1
2000;3;12;69.238
2000;3;13;68.186
2000;3;14;68.288
2000;3;15;68.887
2000;3;16;69.439
2000;3;17;67.385
2000;3;18;67.571
2000;3;19;68.466
2000;3;20;69.367
2000;3;21;69.014
2000;3;22;73.043
2000;3;23;78.038
2000;3;24;77.796
2000;3;25;78.372
2000;3;26;79.327
2000;3;27;79.558
2000;3;28;77.372
2000;3;29;76.529
2000;3;30;76.486
2000;3;31;76.321
2000;4;1;75.947
2000;4;2;72.557
2000;4;3;70.784
2000;4;4;67.363
2000;4;5;65.422
2000;4;6;65.182
2000;4;7;66.581
2000;4;8;
2000;4;9;66.963
2000;4;10;66.541
2000;4;11;67.914
2000;4;12;68.241
2000;4;13;69.32
2000;4;14;68.79
2000;4;15;70.054
2000;4;16;71.629
2000;4;17;71.571
2000;4;18;70.973
2000;4;19;68.979
2000;4;20;69.029
2000;4;21;68.782
2000;4;22;68.656
2000;4;23;68.506
2000;4;24;67.438
2000;4;25;67.879
2000;4;26;70.585
2000;4;27;69.993
2000;4;28;70.412
2000;4;29;71.09
2000;4;30;71.905
2000;5;1;72.161
2000;5;2;69.702
2000;5;3;69.551
2000;5;4;69.109
2000;5;5;68.963
2000;5;6;67.196
2000;5;7;62.889
2000;5;8;58.514
2000;5;9;53.072
2000;5;10;52.654
2000;5;11;53.399
2000;5;12;50.02
2000;5;13;48.345
2000;5;14;51.259
2000;5;15;47.72
2000;5;16;44.463
2000;5;17;42.787
2000;5;18;45.087
2000;5;19;53.31
2000;5;20;48.012
2000;5;21;47.299
2000;5;22;48.474
